"","chr","pos","Bw3","Bw4","Bw5","Bw6","Afw","Afp","Mw","Liver","Kidney","Spleen"
"c4.loc12","4",32.164,0.549625189495401,0.492934050145180,0.922283478552117,1.51837773155773,0.307266516432179,0.250366088723098,0.304705592308579,0.910982925186829,0.96578592447274,0.652016049025917
"c4.loc14","4",34.164,0.603100375039929,0.555656035598759,1.01732423867662,1.53143695780099,0.287590714881674,0.250355303981507,0.427751268941165,0.968040123971775,1.01623566810950,0.626200671730714
"c4.loc16","4",36.164,0.664760862612866,0.623385954314983,1.10088960182912,1.49708685866074,0.25474715970941,0.23886994501774,0.564495479093011,0.99744755083671,1.04192175781206,0.583484811720382
"c4.loc18","4",38.164,0.732104807880631,0.692971801215833,1.1724582317307,1.43703188355011,0.214199061301628,0.210693458224,0.69312277469615,0.9927582555365,1.02960657728069,0.529979536695606
"c4.loc20","4",40.164,0.79728290600056,0.758139946869676,1.23030629366232,1.38546664213072,0.180813517514906,0.168879622713320,0.794196863332331,0.964951165152598,0.989644049182019,0.47652205427147
"c4.loc22","4",42.164,0.850378065753176,0.810802005932459,1.26822343418337,1.36696112815062,0.166248721388200,0.125105461732829,0.85993925115477,0.931382804856668,0.944542927643965,0.43334237274712
"c4.loc24","4",44.164,0.884521356863246,0.845096112022645,1.28163696631077,1.38853131128187,0.169140250328553,0.0902572015158114,0.892211845481938,0.90383875828445,0.9118171701421,0.404951269060433
"D4Mit205","4",45.4777,0.895626254269018,0.856755130404935,1.27725053600437,1.41915981380868,0.176612831963382,0.074159774913852,0.898147665629722,0.890799959888625,0.899957651291558,0.393752488029833
"c4.loc26","4",46.164,0.949345075966193,0.903773723502638,1.35893708566849,1.50867382624187,0.186898874333167,0.0498070245311624,0.949789605871274,1.00904336725483,0.872307006808143,0.459845794668865
"c4.loc28","4",48.164,1.12738269201245,1.07969930039192,1.60663713711921,1.74283304855661,0.241341509984466,0.00850976040672435,1.07456542511309,1.36560341882981,0.78492712805911,0.662082311427184
"c4.loc30","4",50.164,1.31013735903571,1.29059232609262,1.83463923442605,1.91966674079475,0.320219237589072,0.0187233687963726,1.1437588429051,1.68489992445794,0.71742396125849,0.841394028486718
"c4.loc32","4",52.164,1.45928053353936,1.50055522460968,2.01356965793167,2.03524451232462,0.397416969757245,0.0614781862126677,1.15326140184155,1.92154214295456,0.703932340441568,0.971313693328
"D4Mit37","4",53.4255,1.52251536345341,1.61841360279993,2.09692175271849,2.08011816190287,0.43505588308517,0.090247369587729,1.13353837553714,2.02598059302539,0.7270697884491,1.03041461361082
"c4.loc34","4",54.164,1.54225869808491,1.64748735523114,2.16811857956529,2.1593080989272,0.465264882369098,0.10524668896565,1.15632784345274,2.14402193015852,0.752735630436916,1.11167072136607
"c4.loc36","4",56.164,1.56607424136118,1.70838630895452,2.33583370528663,2.34500246441868,0.553301166254812,0.156493686623577,1.19724076987092,2.47320965881207,0.813713542815293,1.34838152861516
"c4.loc38","4",58.164,1.53788044794581,1.73815759098616,2.45429285046347,2.47883984836147,0.64568053730116,0.224009227683126,1.19916637723523,2.79666984052035,0.848915640611551,1.60081387724065
"c4.loc40","4",60.164,1.45739716425589,1.73598858149188,2.51532485942644,2.55678153540038,0.733781717964519,0.304827868626091,1.15942739444458,3.08520237981962,0.84737376143012,1.85466252206777
"c4.loc42","4",62.164,1.33960619792668,1.70621347148324,2.51729395988966,2.57773910933747,0.808060982539303,0.390610665150518,1.08395012329709,3.31146463227989,0.807798953427778,2.0937977109441
"c4.loc44","4",64.164,1.21073963328243,1.65553756943154,2.46353300452321,2.54272864825256,0.861224156402926,0.470309810949345,0.984459928477747,3.456927996562,0.736948193699035,2.30317383956969
"c4.loc46","4",66.164,1.09797058722967,1.59094186209029,2.36216463850567,2.45736423960528,0.890244467985923,0.534946193353107,0.87490477534584,3.51497996813593,0.646981357572969,2.47154466189767
"c4.loc48","4",68.164,1.0185494992989,1.51873078172935,2.22583878516855,2.33283578094100,0.896452642166338,0.580633464832374,0.76750396756313,3.49108193796067,0.551712654186659,2.59323929336605
"D4Mit54","4",70.021,0.977457613411929,1.44932120943497,2.08127967131131,2.19475622521014,0.885605879121925,0.606923644593735,0.676513130458858,3.40890917438809,0.468153100165694,2.66454933651795
"c4.loc50","4",70.164,0.977359095873396,1.45211987657189,2.08379011556855,2.19600793365325,0.886001043059878,0.602844220808805,0.678317019432853,3.4175632518147,0.462983302729612,2.65393074214825
"c4.loc52","4",72.164,0.985250249985341,1.50134125803456,2.11466928766708,2.20059961037327,0.896376691675187,0.545887239019436,0.71414956057427,3.49547033585203,0.388106294429491,2.47454710471888
"c4.loc54","4",74.164,1.01134159145167,1.56679239128513,2.13296791073617,2.17525706260082,0.926047775458272,0.504200989193691,0.774837575071587,3.49129467155603,0.317292566883211,2.24563284555421
"c4.loc56","4",76.164,1.05177692378010,1.63496303724420,2.12621843276187,2.11231652992524,0.984271372466026,0.502016136867837,0.857225552810519,3.4071400812073,0.265482650548336,1.98334198941245
"c4.loc58","4",78.164,1.09778599298230,1.68602587596848,2.0810425595196,2.00858322398074,1.06537925046860,0.552282316183067,0.94441056163845,3.2504710493166,0.245228292529603,1.70533373835656
"c4.loc60","4",80.164,1.13984421515809,1.70464674277287,1.99217465092840,1.86749150923305,1.15202807154256,0.645865406575865,1.01785571376388,3.03430898425039,0.259492202989321,1.42695813125613
"c4.loc62","4",82.164,1.17118175000530,1.68515978195995,1.86488614798412,1.69880419204281,1.22726563157480,0.760829220197735,1.06724041848128,2.77606069411019,0.300963831087074,1.16228223163051
"D4Mit42","4",82.6371,1.17667818614359,1.67520498738702,1.83046361892772,1.65636289698358,1.24217508620532,0.788787384524454,1.07508802061272,2.71094344287432,0.313532363850697,1.10328560124810
"D5Mit61","5",9.95,0.201543135365910,0.217644400586778,0.150954866362270,0.219268868987371,0.0779829783267303,0.0796462368478785,0.510697278305855,1.04355127513230,0.098714482757174,0.920209974013886
"c5.loc2","5",11.95,0.138719166482844,0.124086189341654,0.0989119224972512,0.279206645981390,0.0762370580812615,0.0559138122721095,0.462481013431784,1.02659064694652,0.0630411782890263,0.789321494335837
"c5.loc4","5",13.95,0.101701925637769,0.0573795887117683,0.0838198880533412,0.343430210992580,0.118586673118358,0.0706975109210077,0.386251724333391,0.980185338067002,0.0423451375006181,0.618473785147273
"c5.loc6","5",15.95,0.0962702357700778,0.0318820404392000,0.107222701134162,0.397316675249016,0.216027445737780,0.145116779404134,0.289534831148586,0.924598277976088,0.0411346569450615,0.442379742642231
"D5Mit66","5",17.268,0.107043071823057,0.0374800107940416,0.138091322410048,0.419347562853972,0.30711383154906,0.228194908880766,0.222144077103195,0.902996633920537,0.0511496845428923,0.341903052494274
"c5.loc8","5",17.95,0.123619297239060,0.0425447501296503,0.153614625636266,0.442243551508597,0.318616074168517,0.237679380188325,0.221689139434261,0.931943405767385,0.067743290279779,0.36986406483507
"c5.loc10","5",19.95,0.182784041430466,0.0605197467667722,0.206619584607353,0.508937444398697,0.358596994726412,0.271349228857503,0.216925467463341,1.01091759844090,0.139325430282767,0.460022443960497
"c5.loc12","5",21.95,0.25491047988902,0.0825065594477792,0.26714698050165,0.562142570286142,0.406513795803676,0.313288663643817,0.207152490311984,1.07026138960649,0.248968673166587,0.555585307541918
"c5.loc14","5",23.95,0.332229664238156,0.106826822000414,0.326599198667168,0.585911357514391,0.458742579473039,0.361465714681430,0.193816916434315,1.09843066565242,0.379758893073131,0.645016112355648
"c5.loc16","5",25.95,0.404715615262404,0.131300630689367,0.375287729105651,0.573564636948987,0.510410906978052,0.412476260941673,0.179565731099927,1.08987394465009,0.494779185801647,0.717787230179908
"c5.loc18","5",27.95,0.464981811495903,0.154090563796956,0.407388593158288,0.529783169548125,0.557240843794546,0.462695113935411,0.166717192577636,1.04605637787571,0.56838888477958,0.76877307159279
"c5.loc20","5",29.95,0.510660043303290,0.174098381733529,0.422493313073915,0.466409798255341,0.596951377064357,0.509514136632959,0.156028184095959,0.97457369755054,0.596066750628026,0.798845352654553
"c5.loc22","5",31.95,0.54323928843624,0.190813361920476,0.423920113919337,0.396721579241728,0.629414599514945,0.551819586546912,0.147079135076666,0.88677486086749,0.587062361048922,0.8124821513276
"D5Mit15","5",33.6756,0.56309365736368,0.202471384713562,0.417675605090267,0.339400557639209,0.652504082042185,0.58468442112337,0.140291144276631,0.806881950134937,0.560606793566819,0.815111513253044
"c5.loc24","5",33.95,0.565638456365633,0.203277620735719,0.423572014728819,0.341188483652473,0.647453726472804,0.57942458327949,0.142388484081863,0.804100254132834,0.56007651544877,0.820448776227238
"c5.loc26","5",35.95,0.582273833171399,0.208074347155872,0.464128554828704,0.352592994838687,0.602251427053915,0.535746277683018,0.158402349126050,0.780657308269411,0.550936428968086,0.861483281781602
"c5.loc28","5",37.95,0.593501013841774,0.210272430890313,0.497592733062078,0.360157762456794,0.541384473802083,0.481806929233557,0.175089051561400,0.751693785675002,0.53064372387206,0.903933343454156
"c5.loc30","5",39.95,0.595979036697571,0.208957390529889,0.519873456651538,0.362676084245606,0.465424660473928,0.417405196472146,0.191238160672782,0.717992039635362,0.496920292139365,0.943416848477142
"c5.loc32","5",41.95,0.586258603425506,0.203556155526684,0.527587125427033,0.35980946181283,0.378172011324722,0.344569991764985,0.205256334747361,0.681427980013069,0.448834849870622,0.974618124207524
"c5.loc34","5",43.95,0.56171671223413,0.194157050685590,0.519225695749526,0.352865330382201,0.286889041403327,0.26820932370768,0.215438861552911,0.644987014398112,0.388144823353514,0.992391571886003
"c5.loc36","5",45.95,0.521667644614524,0.181673441867162,0.496140448223883,0.3451113814059,0.200892108197763,0.195386531615156,0.2204268443231,0.612301921137032,0.320590193923962,0.993164968515998
"c5.loc38","5",47.95,0.468185612006579,0.167679682975802,0.462935277235800,0.341310312435752,0.128625144229176,0.133093573636387,0.219681054700885,0.586405477447045,0.256036632389907,0.975973212677957
"c5.loc40","5",49.95,0.406049791014993,0.153944764645473,0.426776204774768,0.346368971480643,0.0748459476000392,0.0857912352621213,0.213698905582277,0.568007156498339,0.205075179777992,0.94258535401201
"c5.loc42","5",51.95,0.341473322880063,0.141923797079528,0.395239946430763,0.363391296456996,0.0398266371487352,0.0543880315978242,0.203797857201067,0.554869829332006,0.172599337763614,0.896743542761186
"c5.loc44","5",53.95,0.280132318723304,0.132481132404251,0.373583894856807,0.392415391243304,0.0206784185955939,0.036995149203733,0.191592559078771,0.543318609013085,0.156075359040670,0.843012559170859
"D5Mit24","5",54.6807,0.259328824524545,0.129745291164824,0.368569359598297,0.405564238061032,0.0168412517506908,0.0335187790743419,0.186851457654626,0.538861219966378,0.152916484975506,0.822296843966711
"c5.loc46","5",55.95,0.270542047231601,0.172859662540844,0.412508602490647,0.529010354887703,0.0250887325368581,0.0366743386088046,0.186457031449379,0.604199732503702,0.189196489291987,0.84691453139024
"c5.loc48","5",57.95,0.287187962026081,0.263986282018692,0.480723856536486,0.767961500246287,0.0415709478666031,0.0438029754079992,0.180916783989176,0.707534968223996,0.256260527050344,0.871791892631194
"c5.loc50","5",59.95,0.312623064869541,0.382923427576003,0.547241891320965,1.04682392048790,0.0617996414602544,0.0534657922078736,0.172618548856065,0.803328621962436,0.332372000910794,0.87373328465739
"c5.loc52","5",61.95,0.354508755036676,0.520251697152673,0.613460633898882,1.33611324386197,0.0846013319468,0.0650875499842982,0.167239044969676,0.882793661384767,0.411134035391512,0.848787286761876
"D5Mit95","5",63.8424,0.410084169684694,0.652923300350722,0.677437119785822,1.59587186935025,0.107098453537475,0.0768690575265509,0.169982260839163,0.93716922547955,0.481034720171166,0.801379277034187
"c5.loc54","5",63.95,0.412082235075189,0.653855844079288,0.678222849635972,1.59860218222312,0.106749651850549,0.0753764139720943,0.17220602108776,0.935652487308431,0.48171873307551,0.798045981354448
"c5.loc56","5",65.95,0.451839516743121,0.666481633814271,0.688914643606068,1.63671351001008,0.101287926572127,0.0488802137070934,0.217567827119694,0.908497128300922,0.4922631264198,0.73122859379825
"c5.loc58","5",67.95,0.495544751603973,0.666889664489133,0.690683144560865,1.64679437488027,0.0988868528442026,0.0275691177972703,0.270035949227577,0.883738282280007,0.497708286644951,0.655382601901209
"c5.loc60","5",69.95,0.54017928048998,0.650578187903648,0.681707209414753,1.62442862861926,0.100911925209601,0.0159968248045743,0.327563663132906,0.859456571688185,0.496717619879789,0.571515237090637
"c5.loc62","5",71.95,0.580817976126411,0.615036998336336,0.660860260050981,1.56739521925127,0.107646036582167,0.0179065248293568,0.386357128958224,0.830891973569635,0.488425454797422,0.481969639421891
"c5.loc64","5",73.95,0.611840644375974,0.561546447964616,0.628026330386746,1.47627415401072,0.117744128584008,0.0343647590640899,0.441642779206433,0.793207039082859,0.472839923692476,0.390758877936065
"c5.loc66","5",75.95,0.628957922641803,0.495559915564911,0.58455724853269,1.35582118465791,0.128704515529023,0.063052592705418,0.489147780742172,0.744164137967687,0.45087481275533,0.303198924334851
"D5Mit221","5",76.9141,0.63169962704788,0.461609545903968,0.56064506063106,1.29009990164440,0.133555295890318,0.0799257326396514,0.508410941617797,0.716819014082915,0.438430476051664,0.263889826447695
"D6Mit138","6",1.806,0.0328529453422561,0.247796018003214,0.204772256588797,0.148895964376010,0.304874902152278,0.388873209052349,0.131695799202049,0.0726608613416886,0.208748842344789,0.266108902508165
"c6.loc2","6",3.806,0.0280060294575435,0.23511625252695,0.222669685362945,0.165378942691035,0.358871022592126,0.45776923156339,0.118740259237512,0.0656734939520334,0.226739454299690,0.27300782726536
"c6.loc4","6",5.806,0.0354188751365996,0.229866655217847,0.2478070825928,0.185147096504664,0.421150888941952,0.537109036063583,0.108951423914164,0.0636411959741281,0.248355461660651,0.269700505453301
"c6.loc6","6",7.806,0.0576322493461703,0.233316263463990,0.28065409449232,0.207913393059670,0.490627016047114,0.625436356252266,0.102711020156761,0.0662556422076648,0.272433852824904,0.252056305415124
"c6.loc8","6",9.806,0.0968371472578724,0.246296448914876,0.321110412177489,0.232991255404045,0.565230772986865,0.720058289050655,0.100147841326617,0.0724663870551296,0.297201953509912,0.218997738959445
"c6.loc10","6",11.806,0.154428843764777,0.268952358700773,0.368370853837945,0.259334403156913,0.64206090230283,0.817244696196866,0.101096835031996,0.0806362454174234,0.320737634457657,0.173248010450436
"c6.loc12","6",13.806,0.230421259183771,0.300587401902447,0.420946644769685,0.285692445132781,0.71777868769999,0.912707302852397,0.105133387050046,0.0888715861868548,0.341443081202939,0.121211786322675
"c6.loc14","6",15.806,0.322960117391432,0.339684090093982,0.476859743982686,0.310831215951112,0.78913677882204,1.00222523739887,0.111675382683245,0.0954162867949435,0.358283402496667,0.0715881696371525
"c6.loc16","6",17.806,0.42832917650739,0.384129903539758,0.533949351088182,0.33373298305267,0.85348225516725,1.08225592797007,0.120105881705655,0.0989841129941453,0.370789688280937,0.0328126994838271
"c6.loc18","6",19.806,0.541604593836325,0.431587738987560,0.590188485402962,0.353715874608724,0.909098451169086,1.15039792749550,0.129864786093009,0.0989480632780442,0.378952649064416,0.0105109795637190
"c6.loc20","6",21.806,0.657646747934479,0.479881003563378,0.643921061845248,0.370457288154824,0.9553147609613,1.20561467598611,0.140489171028634,0.0953572013569328,0.383096392832186,0.00638059831999271
"D6Mit223","6",21.81,0.657878426519147,0.47997717351339,0.644025148859953,0.370487470787282,0.955397817602972,1.20571214679632,0.140511028480546,0.0953467836149002,0.383100989120791,0.00638986889404691
"c6.loc22","6",23.806,0.752692546092703,0.556924184085688,0.762239010382018,0.520935117283528,1.08350959339282,1.29507181583273,0.16693615555198,0.0393192051646167,0.430999973110715,0.00363531302181741
"c6.loc24","6",25.806,0.836030374775788,0.623488534168473,0.865381858747895,0.692406294108082,1.18182480240750,1.33091449358466,0.192402198767155,0.00909500822359632,0.4812231262041,0.00454075967888912
"c6.loc26","6",27.806,0.898485190322788,0.670158930217752,0.937409202916172,0.869814204476171,1.23771144144001,1.30355248169386,0.213973348350066,0.0165474222529269,0.528389703954844,0.00975932626795384
"c6.loc28","6",29.806,0.936519164639321,0.695536402403974,0.972334021911308,1.03685656668281,1.25037899013407,1.21750106700696,0.230950351694219,0.0627049326972156,0.56688326919523,0.0184337527578009
"c6.loc30","6",31.806,0.951792562551674,0.70372262252127,0.97366523882235,1.18085217521579,1.22755682054120,1.09088516870071,0.244331157732574,0.136955368567897,0.593008824774714,0.0286847678447089
"D6Mit17","6",32.142,0.95247749070711,0.703788656519947,0.97117096948142,1.20220145145146,1.221062947739,1.06763641640867,0.246318601324475,0.151124891275657,0.596086658109414,0.0304271199321704
"c6.loc32","6",33.806,0.976860417158917,0.708453896345702,0.95968125379349,1.16163271806747,1.22490970795675,1.10607136515861,0.186346127862066,0.147994454797157,0.540011021031589,0.0139354360956361
"c6.loc34","6",35.806,0.988136098038751,0.701601482069862,0.927277929259105,1.08137547700969,1.20063116447335,1.11025438666493,0.125442677321445,0.143797148426586,0.471175012466972,0.00732494774999282
"c6.loc36","6",37.806,0.975859407566162,0.678868882659629,0.8744609908224,0.969077371084296,1.14251886781742,1.07125585726320,0.0837390895788133,0.139355494693206,0.404150691041025,0.0172019506103709
"c6.loc38","6",39.806,0.938509094559834,0.638633498854148,0.803055760820314,0.83165905139228,1.05143442813920,0.994796889440948,0.066147317800528,0.135000468317713,0.342375833437657,0.0398473913169255
"c6.loc40","6",41.806,0.876989775489562,0.580524010272029,0.71673906961945,0.67999918227548,0.932569264058344,0.889252697434472,0.0732703916249022,0.131014938949988,0.288911806880535,0.0664375812077083
"c6.loc42","6",43.806,0.79456834973314,0.506876788607144,0.620908571199209,0.52770787987987,0.796068919345089,0.76650777532302,0.101745322689936,0.127541850035499,0.246566277503632,0.0876609383896607
"c6.loc44","6",45.806,0.697238770645981,0.423769744949709,0.522321671385214,0.388576149007264,0.655809928879904,0.640565032658287,0.146192411425602,0.124604555470796,0.217728786686905,0.098150037392287
"c6.loc46","6",47.806,0.593469574002199,0.339706972125242,0.427946974859566,0.272974305330166,0.525296923919086,0.5236471442891,0.201007851055863,0.122173706326748,0.203634115448224,0.0977574842498257
"D6Mit149","6",48.928,0.53584978911718,0.295137885427806,0.378995839937119,0.220328388899048,0.459813868838069,0.46489299451693,0.234417722746826,0.121017501509982,0.202060637413865,0.0939264503954007
"D7Mit21","7",1.9077,3.2039197174646,3.38339725751433,2.85225623780366,2.54681698935292,5.69632272405067,5.65217029822023,2.16588166012841,2.93590435674875,0.963112282159727,1.01338597956484
"c7.loc2","7",3.9077,3.34033491916594,3.57777302622640,3.04217922185981,2.74676518175036,5.91723743221596,5.83280775359034,2.36758224113083,3.18987296158106,1.10231001742312,1.07548008845689
"c7.loc4","7",5.9077,3.42028829669763,3.73652396233391,3.20341118930975,2.91791899329630,6.0761606276954,5.96554731521519,2.54735420503616,3.37817922803069,1.23611152858082,1.13078950364908
"c7.loc6","7",7.9077,3.43496995530421,3.85061172227699,3.32796474945985,3.05107078656465,6.17207785671354,6.04566501083013,2.69411396018242,3.51079471725809,1.35695759502536,1.17654391820446
"c7.loc8","7",9.9077,3.38305210041275,3.91504241913356,3.41036141406519,3.14044694771795,6.20325377443785,6.07002102043538,2.80051664920657,3.59528731756188,1.46018593555250,1.21039234010320
"c7.loc10","7",11.9077,3.26775415213928,3.92836566490033,3.44755173294885,3.18356875174030,6.16912695103082,6.03776353103768,2.86321230357260,3.63554759187285,1.54315213398966,1.23059924509244
"c7.loc12","7",13.9077,3.09485981945636,3.89191224881597,3.43868486734249,3.18097750481468,6.07175815067924,5.95086042178079,2.8822136361635,3.63343776139332,1.60456799921404,1.23617618818551
"c7.loc14","7",15.9077,2.87258606060908,3.8092856436231,3.38477902701709,3.13583108606105,5.91663917674063,5.81432638149917,2.86014476212318,3.59031477770563,1.64433925691291,1.22697751235989
"c7.loc16","7",17.9077,2.61343044552530,3.68625403595738,3.28860279447585,3.05355590737298,5.71291535959378,5.63602386697167,2.80170052112695,3.50838906833584,1.66356390150072,1.20377961925132
"D7Mit246","7",18.9,2.47676723384893,3.61263191964201,3.2266821228356,3.00119994233020,5.59747468547351,5.5350786270534,2.76112215207579,3.4545426103149,1.66612849774467,1.18757524659918
"c7.loc18","7",19.9077,2.55373759318809,3.71556131151740,3.3559788158143,3.07668666813154,5.55632252732985,5.43081291791862,2.73816235805194,3.46624336948601,1.63696167837551,1.23011600285201
"c7.loc20","7",21.9077,2.61766253516325,3.82126232170887,3.53301166636538,3.14711577839492,5.37717756581287,5.14564904770614,2.6116372481938,3.43917712086757,1.54199566088768,1.29284950024052
"c7.loc22","7",23.9077,2.58621071772870,3.79125204594567,3.58690783231145,3.10271446975901,5.07260214107134,4.76140940960511,2.38085516681844,3.33690664447789,1.39718425631169,1.31983811756348
"c7.loc24","7",25.9077,2.49834935679067,3.64194281864624,3.52246334807529,2.95300418031167,4.64789099112471,4.28481463088806,2.07327947653755,3.14244564759125,1.20683185527174,1.30305064689585
"c7.loc26","7",27.9077,2.39281711111622,3.40446772779643,3.36347688261532,2.73874856386323,4.11052317818161,3.72263738142533,1.74338745038042,2.82568889948762,0.98598870820939,1.23470998907874
"D7Mit26","7",29.29,2.31926910459688,3.20898544031857,3.21665140323057,2.59128831259551,3.68697732461828,3.29223679235196,1.53596820225732,2.52086947178618,0.834369813126713,1.15782785803250
"c7.loc28","7",29.9077,2.34596982386498,3.2563148786829,3.26838730869713,2.65339610375824,3.66873531533997,3.25156683425647,1.55923154518663,2.45907323927169,0.832941355409787,1.13874857105270
"c7.loc30","7",31.9077,2.42589039746977,3.37485351899716,3.38292986907663,2.82553583358879,3.56946301322338,3.08017276624560,1.62877768503586,2.24023599382036,0.818547853717305,1.06846148319511
"c7.loc32","7",33.9077,2.48983214664665,3.42571919328159,3.40655467058167,2.93340738888696,3.40776486623426,2.85238273320164,1.68267020658993,1.99859237733773,0.787855710077267,0.98590891280574
"c7.loc34","7",35.9077,2.53167613508671,3.39826658537771,3.34119699839079,2.96754734783724,3.18770567999744,2.57884666538862,1.7123876550786,1.74405450040416,0.740833010782083,0.89448880337352
"c7.loc36","7",37.9077,2.54885109476257,3.29268500469891,3.19790790828043,2.93426706143342,2.91987961857072,2.275146398245,1.71196667724354,1.49117788256893,0.679858320046051,0.800504638588848
"c7.loc38","7",39.9077,2.54213538005979,3.11975978849318,2.99396184204542,2.84819530921979,2.62029692254805,1.95983992335047,1.68004201202254,1.25899812053206,0.609392395114,0.711530485257413
"c7.loc40","7",41.9077,2.51196158090383,2.89925416097631,2.75165749905693,2.72669927128874,2.30760875417414,1.65144357048828,1.62063000117189,1.06501006105748,0.535123283905747,0.63396926963847
"c7.loc42","7",43.9077,2.45702055584505,2.65532234196812,2.49461924322355,2.58572076681006,1.99924827832146,1.36497412110054,1.54208932958707,0.917046354493436,0.462879070517346,0.571436187994607
"D7Mit250","7",45.0045,2.41698778622418,2.51987063400563,2.35484623449761,2.50465494952533,1.83693598176222,1.22079787754399,1.49454079949379,0.854565373542016,0.425919682283535,0.543897745853229
"c7.loc44","7",45.9077,2.38349055716608,2.51148484395517,2.37290980031173,2.52867450218949,1.82856825609937,1.20387300529890,1.49276754678209,0.842394537602502,0.425354744346123,0.569100863651983
"c7.loc46","7",47.9077,2.25528775293958,2.46632900434349,2.38495295070504,2.54647874231699,1.79602387014458,1.15821424938875,1.46727544191444,0.80618899871925,0.420217345139903,0.632019130801694
"c7.loc48","7",49.9077,2.05719754593693,2.38761881209692,2.35897777210633,2.51788890961527,1.74347144049787,1.10111851284518,1.41101708536763,0.759343254643369,0.410498376805492,0.702243038366049
"c7.loc50","7",51.9077,1.80311084722277,2.28110705251697,2.29722120708126,2.44808166209242,1.67095216307979,1.03297621348435,1.32548841366685,0.70585690006294,0.398039884318706,0.774315687166393
"c7.loc52","7",53.9077,1.51395729068298,2.15441212945919,2.20326951281896,2.34349478879577,1.57976060988707,0.95498615650189,1.21533120618309,0.650755801240592,0.38522288607615,0.84112927337705
"c7.loc54","7",55.9077,1.21666163620461,2.01734003100233,2.08277524259088,2.21201104880029,1.47265822290839,0.86921873343772,1.08830930846909,0.598964676993432,0.374070704208322,0.89623321881993
"c7.loc56","7",57.9077,0.941257126275445,1.88122715888881,1.94440902072338,2.06402763430643,1.35384303551280,0.778547176612534,0.954529454927552,0.554036053369174,0.365472199935184,0.935849324500197
"c7.loc58","7",59.9077,0.712729447093039,1.75534039777872,1.79902898801589,1.91233149506735,1.22851778910123,0.686394952405664,0.824065434170393,0.517391139281187,0.359088690069726,0.959538651675217
"D7Mit253","7",61.3679,0.582085835993439,1.67209857189499,1.69417959192026,1.80619039724718,1.13605363723943,0.620218037810417,0.735175309243346,0.495638645533433,0.355265726822935,0.968008671389612
"c7.loc60","7",61.9077,0.581026660513373,1.6704614575186,1.69599477384673,1.79929580531322,1.14061652102822,0.625202247535867,0.731895143973617,0.497379956547405,0.362529189324235,0.971697974167455
"c7.loc62","7",63.9077,0.576023058860187,1.65729054887973,1.69664497242178,1.76823214786131,1.15508584161199,0.643093129374137,0.717395774950944,0.502813006895167,0.390434318012794,0.985002513668405
"c7.loc64","7",65.9077,0.568991045928385,1.63108902534842,1.68569086836638,1.72687286381787,1.1645001193028,0.659385866677013,0.6986750489869,0.505683189453293,0.418809040308076,0.99573479254505
"c7.loc66","7",67.9077,0.559407760300701,1.58972542179396,1.66060160144357,1.67299581610973,1.16704791580074,0.672990389636709,0.675003412688511,0.504305721692987,0.44547721489667,1.00021274635480
"c7.loc68","7",69.9077,0.546611457831659,1.53181382046759,1.61939738949118,1.60458930450761,1.16075524659601,0.6826348593288,0.645651656443306,0.496586881237022,0.467580699527204,0.993656370142617
"c7.loc70","7",71.9077,0.529792515554874,1.45718435158591,1.56104856969992,1.52031542313503,1.14366124296572,0.686958705995693,0.609993018900923,0.480428943568569,0.482199215328748,0.97096050732381
"c7.loc72","7",73.9077,0.50808753812862,1.36730133818534,1.48578729876826,1.41990979990319,1.11408838188058,0.684675191414215,0.567694745617956,0.454429740799611,0.487134621538203,0.928188177294885
"c7.loc74","7",75.9077,0.480864377557992,1.26548009577806,1.39527158484967,1.30442473915457,1.07099219786787,0.674793384525998,0.518989518355539,0.418624288869609,0.481510688370435,0.8645229535731
"c7.loc76","7",77.9077,0.448177000925767,1.15668086566222,1.29253403922496,1.17632969840815,1.01434069434382,0.656852982785153,0.464929411733664,0.374876471673048,0.465989534704349,0.783869162496813
"c7.loc78","7",79.9077,0.411149235734314,1.04669463389746,1.18164969832333,1.03952827615873,0.945424594900544,0.631090062383493,0.407453312959888,0.326582518502704,0.442534495967635,0.694763787699316
"c7.loc80","7",81.9077,0.371941801205139,0.940870643301054,1.06714566140883,0.899231461318209,0.866936686687126,0.598454094242925,0.349133192731415,0.277679771843452,0.413803995882702,0.607706184652471
"c7.loc82","7",83.9077,0.333201291705052,0.843014814444047,0.95333888013775,0.761427644691906,0.782653400578454,0.560460445221395,0.292652282660356,0.231484558178693,0.382442477113997,0.531172978950025
"c7.loc84","7",85.9077,0.297308079967223,0.755071247422848,0.843851177651914,0.631840387653028,0.696732130918718,0.518943093945268,0.240265294671758,0.190050257430158,0.350579464807097,0.469204470099498
"c7.loc86","7",87.9077,0.265864669034784,0.677546191472516,0.741402100751486,0.514821321968526,0.612925170229488,0.475792415882438,0.193482581336866,0.154221236087551,0.319669482686876,0.421774075015492
"D7Mit259","7",88.854,0.252775256625057,0.644428569713114,0.695933256538126,0.464603292538129,0.574863368768632,0.455312343767872,0.173535917339052,0.139251370691852,0.305642752263012,0.403780794124316
"D8Mit4","8",18.8857,2.03689330486623,1.82142606228035,1.87827886270691,1.24374686928374,0.861662074318446,0.627623353750863,1.63490939134047,1.38144364379750,1.55949571248001,0.245502240012939
