"","chr","pos","rz.F.tot.dens","rz.V.tot.dens","rz.TRAB.GEO.TG.BV.TV","rz.Avg.cort.th","rz.F.Ult.Load","rz.F.Energy.to.failure","rz.F.Stiffness","rz.F.CSMI","rz.F.Ult.Stress","rz.F.toughness"
"c4.loc40","4",42.041676635,16.0035666138786,11.8684552893290,7.05220337660343,7.49009140707929,14.3632210387510,7.68529345549103,6.21275143900863,0.806288300727362,4.04407658427068,5.21414448175623
"D4Mit27","4",42.12954073,16.0215270286402,11.9158511226754,7.09993171106575,7.54050268500271,14.4206848345051,7.74089994392992,6.20844249561076,0.809086593865095,4.0513732935282,5.25060501490314
"c4.loc42","4",44.041676635,18.4804356040614,13.8602024608399,8.24200721223228,8.09272249243682,17.8186438018018,10.086999510623,8.05303052595396,1.80790641733493,3.27767565814304,6.24089657936402
"D4Mit187","4",45.761,19.3079849454930,14.7206058925435,9.06796660201106,7.90068205596411,19.5073870790715,11.4686964144596,9.22983280805874,2.72754492179935,2.69837814755045,6.73214570194945
"c4.loc44","4",46.041676635,19.5399432410921,14.8003283145384,9.22799486091199,7.98231572972433,19.7135072445511,11.6303064449121,9.38117827115799,2.75734514517233,2.73748652891545,6.8308828248768
"c4.loc46","4",48.041676635,20.4366169641691,15.0666576299159,9.8063010798634,8.5971489579301,21.1497633226843,12.3058422484243,10.2660015838022,2.9454587287722,3.05524964518395,7.26936273871278
"c4.loc48","4",50.041676635,21.0928997538073,14.9959678858223,10.0182811776912,9.22366565611378,22.3829805334261,13.3823842118771,10.6962331737758,3.06841133064010,3.30940743617535,8.00331283870537
"c4.loc50","4",52.041676635,21.6641703250384,14.7423044458742,10.2445908435880,9.66749538821312,23.3765652069655,14.2089890926112,10.7718914697027,3.11346635734945,3.57044614065102,8.6824364795567
"c4.loc52","4",54.041676635,21.7589440422519,14.6567620798505,10.4083463656098,9.6928105493291,23.0107453878627,13.8682594463693,10.9827347177278,3.08513105284344,3.67592268652552,8.49948913714366
"c4.loc54","4",56.041676635,21.4725835139332,13.9458299960258,10.1584007584658,9.66138966081363,22.8696237836042,14.0808032618933,10.8073594571523,3.16082059228325,3.63716976604652,8.7171432360583
"D4Mit124","4",57.74600225,20.6544003054229,13.2216750022566,9.76830359324168,9.34726986826245,22.4615747177889,13.7952640744013,10.4952671191202,3.06215450503185,3.45908095985769,8.47015181649768
"c4.loc56","4",58.041676635,20.7508625680549,13.2362166840089,9.72911182992848,9.33531594056345,22.301202582269,13.7587767605685,10.4558174173977,3.07144563044821,3.47790465502298,8.4966253525954
"c4.loc58","4",60.041676635,20.9358761053744,12.9761891673865,9.17804333850816,9.40702194567344,22.5619203117575,14.2570854277251,9.93978234696889,3.04470910430664,3.66631845437854,9.2168457267837
"c4.loc60","4",62.041676635,21.3610379181050,12.6662570527066,8.97949833646064,9.42608244461478,22.0778129930634,14.4733567358681,9.24858023743655,3.04047861601241,3.52661124967589,9.25867529930045
"c4.loc62","4",64.041676635,21.1863205750068,12.1561860437553,8.42157962148798,9.10010390142268,20.9389252337068,14.1239975079279,8.72112788396286,3.00472582806625,3.20727854883634,9.17124281134786
"c4.loc64","4",66.041676635,20.7838697242027,11.3413039932684,7.52575098092666,8.65272293871422,19.7049946064904,13.5872524801414,7.86221992736767,2.86845741400730,2.98326558872334,8.96597250187135
"c4.loc66","4",68.041676635,20.4988005146527,10.0915514685115,6.54632594603823,8.42772091923137,18.5360760231442,12.864240883247,7.28512101355009,2.70380921013025,2.71851724715411,8.5965672434585
"c4.loc68","4",70.041676635,19.4656313036880,9.45868588297125,5.9252876104939,8.0461421437058,17.4932858177902,12.7933876004006,6.67447660552363,2.52945722787458,2.44050841585262,8.54939133029942
"c4.loc70","4",72.041676635,17.8702091662977,8.5929855333981,5.17960649865577,7.39332505662657,16.2038641206123,12.2340649401157,5.93528814479219,2.37080293689972,2.08119579330937,8.06878349909089
"c4.loc72","4",74.041676635,16.8465456548273,7.92518558378966,4.60608006730192,6.9938020697449,14.8005478650693,11.4984914090350,5.01534100354346,2.22718803954579,1.86615389878971,7.70191341511551
"D4Mit13","4",75.66694741,15.8681758847480,7.13993756327987,4.04400581522197,6.49379649111114,13.3417035769937,10.6305130797670,4.55401848995745,2.01064611777054,1.64192537991265,7.16831139533897
"c4.loc74","4",76.041676635,15.7610071703498,7.05148017830004,4.02570468629143,6.55492170291854,13.1597854640707,10.4541542245395,4.55336610985195,2.01282768212627,1.59389110866033,7.00588305824667
"c4.loc76","4",78.041676635,14.8661199739658,6.57406176131774,3.75321732015822,6.43145460071094,12.2305936028898,9.30545915348856,4.65406322881532,2.18515747795258,1.36093496390444,5.96744406519004
"c4.loc78","4",80.041676635,13.6407035958787,6.16128592747414,3.37612690272766,6.32632461292173,11.1745865897848,8.00806551694851,4.68359819148609,2.46842898445224,1.27254434428762,4.83107448492675
"D4Mit226","4",81.4183906,12.2081559131765,5.53450945847274,3.06031445951568,6.00139320162747,10.0397195112012,6.93434521353318,4.61937090711046,2.76935877378456,1.36114185884241,3.91556107419339
"D4Mit33","4",81.43405417,11.6657773963553,5.39855005488586,3.09862377214616,5.7423623799182,9.79257639442208,6.83818417924515,4.52913254193013,2.84344467856366,1.45033190163597,3.83270501091678
"c4.loc80","4",82.041676635,11.7041706997143,5.4938223953578,3.16533780490549,5.83446672995106,9.47226816574576,6.56169207032067,4.50362569749541,2.41112006572414,1.28614305634069,3.71405118798979
"D4Mit42","4",82.63701714,11.1864489432602,5.25860719989136,2.93820311025525,5.45589706782934,8.67352305694875,5.89840837950419,4.35781539091207,1.80054315197876,1.03882529190388,3.40158259512873
"D5Mit123","5",3.199,1.04068381590718,0.782748651446605,1.89180144280720,0.908470109683686,0.289328724711851,0.588305282041427,0.39383904172084,0.168556560558618,0.40438226323594,0.866565844130797
"c5.loc2","5",5.199,0.98141018172338,0.75617874485978,1.91062610720498,0.78912807398967,0.357349757572764,0.60296666320505,0.353790599617979,0.204682894414454,0.440655351668290,0.85668062196048
"c5.loc4","5",7.199,0.853474542669267,0.697099232857747,1.76493511601686,0.609965930122797,0.348199730058097,0.533313267347401,0.331012340573652,0.220965229062176,0.491599766467092,0.805302563591139
"c5.loc6","5",9.199,0.71908759863354,0.610018921686045,1.70035630220526,0.541331620665846,0.390877758383963,0.550449168037345,0.300239321265430,0.211983084139224,0.526387330284165,0.821781167175018
"c5.loc8","5",11.199,0.604931775177395,0.582564120295756,1.55935046389912,0.403905863862048,0.416798329601621,0.559262991147123,0.269822382246742,0.239682271618114,0.581996757176215,0.812558180076017
"c5.loc10","5",13.199,0.44298242275749,0.515050388174027,1.45463225200614,0.337678338919540,0.436566357461908,0.538842492715996,0.257677379723404,0.232077099473622,0.628773993518316,0.809032449082239
"c5.loc12","5",15.199,0.311393488035085,0.422718615664049,1.35859189620293,0.209034693064873,0.442118530635052,0.500285401897308,0.257169771824237,0.247847419682182,0.690495623467009,0.800293433614877
"c5.loc14","5",17.199,0.206968446094995,0.330846382846964,1.24310148567459,0.150913912058976,0.432423886852845,0.455274180240188,0.200194639913948,0.247469966267867,0.790820687918261,0.741627098791172
"D5Mit148","5",17.33,0.201606655584904,0.328667275250825,1.24834077223573,0.147867135040261,0.439534679269125,0.449907448058273,0.199893977062042,0.233774299307529,0.7941295348367,0.738171094166691
"c5.loc16","5",19.199,0.188594287446069,0.342299020191601,1.24242284963378,0.171991186204759,0.43210503813257,0.458533007580623,0.241162102359745,0.270144338647629,0.729927791551682,0.740503677157594
"c5.loc18","5",21.199,0.149466010380166,0.317212218207173,1.17321871216175,0.184682355686202,0.406863031094003,0.409428219908674,0.261537691890101,0.273840656318508,0.704461182198434,0.66302561502502
"c5.loc20","5",23.199,0.148831419604245,0.287007180500855,1.17531143551159,0.200525925915083,0.380070127793846,0.429047959033392,0.287794311002543,0.309844624941455,0.727930742813805,0.670697347415681
"c5.loc22","5",25.199,0.163628455604491,0.317129196478012,1.15576257268862,0.220922016962635,0.337927326376273,0.428308108165311,0.332227018776265,0.285534765770762,0.652468904405297,0.632623718162943
"c5.loc24","5",27.199,0.203563564625589,0.291248120357167,1.05890483967014,0.250493305134462,0.345402425099095,0.513534955345678,0.362384484845482,0.29074752046694,0.549235208430279,0.647939350129739
"c5.loc26","5",29.199,0.238506241984784,0.274072267810859,0.97286941029381,0.253071593224375,0.329159667486309,0.533840815731491,0.439574252319028,0.3128946398328,0.518428671193508,0.639220085400652
"D5Mit255","5",30.52433098,0.289036448620034,0.297185920936402,0.934536665715280,0.272051820662832,0.348512440414085,0.596145423687499,0.447640911841554,0.326109664538376,0.523231554528512,0.67234915037877
"c5.loc28","5",31.199,0.311366903183220,0.312025452083323,0.901946479367781,0.277748632483378,0.372518756501125,0.618576721976971,0.442972420829522,0.332414967643102,0.539042053946711,0.672568810105551
"c5.loc30","5",33.199,0.381957665399882,0.334293245309236,0.839147396143406,0.329267556297344,0.382367821801453,0.59937704928641,0.408288938995234,0.354060135186443,0.488969070295778,0.600375629653169
"c5.loc32","5",35.199,0.421838286039294,0.346291961903341,0.787089392918802,0.386528606580021,0.391413724777629,0.565410726389736,0.370756010022037,0.336736821093083,0.47026086106608,0.572161344569618
"c5.loc34","5",37.199,0.495068512108549,0.421172213709096,0.76562666000179,0.400067424229036,0.440469973647867,0.587718387641696,0.409727255256126,0.370732725773891,0.474822644602567,0.547803899353593
"c5.loc36","5",39.199,0.548768948060405,0.424085577824838,0.725631355827765,0.402763063962517,0.443257197565214,0.557987951963536,0.427778635678152,0.363766995645472,0.425839443531029,0.483435708771069
"c5.loc38","5",41.199,0.540191700050243,0.485756979961977,0.691233691628055,0.415370345211090,0.431793021857853,0.536523820935306,0.412280073426002,0.4459078342362,0.440100689055556,0.449735963517112
"c5.loc40","5",43.199,0.542635725329369,0.475883264640645,0.682901754170231,0.41543919061553,0.399600630244969,0.50878026536359,0.376547197162883,0.461196329231324,0.420673176372504,0.429040935043057
"c5.loc42","5",45.199,0.472116245208919,0.49051085496438,0.709819942616475,0.414891583938116,0.387590527878278,0.472368532489926,0.340529060624975,0.486495445989319,0.434633057556159,0.381845275495750
"c5.loc44","5",47.199,0.455218853258531,0.502119699025931,0.715871445175456,0.453168580450980,0.388944616297474,0.458195152822052,0.338345272809517,0.545553106818042,0.460528432768065,0.358302450480506
"c5.loc46","5",49.199,0.447188314210934,0.540289215724677,0.69788466821414,0.404567834909796,0.386399705803796,0.411965720030204,0.367670563145153,0.572550692418024,0.477510307610365,0.335475284784827
"c5.loc48","5",51.199,0.40435598472599,0.558098772727561,0.6239333238857,0.410970826005672,0.377161271427185,0.394363178905048,0.343956622497257,0.530688539845784,0.496610185528003,0.326213770075838
"c5.loc50","5",53.199,0.379204681089166,0.574726527786568,0.613339388438835,0.38334727166649,0.370379458642497,0.355742357314226,0.312038694023316,0.552182750110809,0.525431459652907,0.319169366527615
"c5.loc52","5",55.199,0.367467245398051,0.539588793121844,0.506006886388097,0.317181873142358,0.293180144587608,0.292237401482348,0.259586626225941,0.511966066443804,0.590404755167315,0.279040578853209
"c5.loc54","5",57.199,0.307543588910783,0.555349997503473,0.477351017820957,0.266726447143064,0.280403749685813,0.276916565379075,0.258889822528118,0.627130627216674,0.71482166303907,0.296371299804207
"D5Mit188","5",57.50894741,0.317367388097105,0.563212642139938,0.462801610799265,0.27455925853503,0.294389961861191,0.295755737079661,0.261471501033791,0.66635146789189,0.733461955251065,0.306619921225114
"c5.loc56","5",59.199,0.325817197259066,0.621182683344185,0.549245550972846,0.310749080003346,0.345868299277967,0.334681897025448,0.27146131225239,0.684590607019633,0.724435562533124,0.340352760512947
"c5.loc58","5",61.199,0.282814258844304,0.699861497424861,0.513662287518344,0.321874512587329,0.389208281737167,0.358728227230601,0.279786558946425,0.761813282109948,0.794385502287703,0.361973703720375
"c5.loc60","5",63.199,0.294943919156946,0.791394690784383,0.440598662257966,0.342435172465425,0.446972742023188,0.359477047305754,0.284913645452177,0.747639095429558,0.74772632714989,0.367926558250017
"c5.loc62","5",65.199,0.302081191398636,0.839709880489695,0.417941369868005,0.338148147141271,0.429407317535275,0.366304964313611,0.333730343795628,0.813950761395474,0.758218182018501,0.370449935998688
"c5.loc64","5",67.199,0.275433372663508,0.874716017722103,0.37114064999615,0.2874157641278,0.431862409567104,0.326818819603321,0.374855148442983,0.781624585645489,0.713288815974246,0.323860505073601
"c5.loc66","5",69.199,0.268155994427682,0.941112897483596,0.352811120426566,0.27638213871236,0.489894421717011,0.359823649264559,0.453982714232571,0.77235727361525,0.715680999870059,0.345224784388087
"c5.loc68","5",71.199,0.241537712481736,1.01400590014080,0.347801399518953,0.272678356502063,0.482928574504202,0.317222381552535,0.505647718656518,0.8491703655879,0.72689694856264,0.272212619036171
"c5.loc70","5",73.199,0.217606454239730,1.09927210621650,0.346278774692854,0.301085289675688,0.482076200486698,0.291572132572799,0.540209543698468,0.915360777915193,0.78146486989904,0.253355355752615
"c5.loc72","5",75.199,0.205608038507840,1.15558254777892,0.313197625313848,0.282835151965053,0.472818844067695,0.251549254627172,0.509757217948953,0.906157000114198,0.807259434607335,0.227746228202445
"c5.loc74","5",77.199,0.198305327570987,1.18990392341797,0.299867983794155,0.318647278658031,0.442916091740327,0.236994265225743,0.516831432512731,0.884780068022033,0.888152394959708,0.234416218259156
"c5.loc76","5",79.199,0.191176729508695,1.18441790120652,0.283188383625716,0.274208880116554,0.417216061420769,0.216749310601332,0.464527958293644,0.822732990076566,0.936680821578501,0.226638937195926
"D5Mit101","5",80.157248,0.205888052252080,1.21663963564701,0.281773369502204,0.25945537645943,0.435225988966753,0.211696516094918,0.467360810353419,0.80697744535631,0.956205686448486,0.216197727733354
"D6Mit138","6",1.806,0.166402405068486,0.82135907295662,0.122792005309099,0.0795368727865823,0.434241247050353,0.309389288800673,0.49358452193045,0.832388950140554,0.471839633585608,0.135679116511997
"c6.loc2","6",3.806,0.205757815655863,0.749122451817642,0.212233370032798,0.136113907628659,0.597466388644618,0.49535033608043,0.448756209660787,1.09266519392496,0.530257823344167,0.225196379683057
"c6.loc4","6",5.806,0.328060445412232,0.660536373551546,0.296866431209393,0.180268499808191,0.833270604330853,0.716656398065485,0.440889953069281,1.35527582048630,0.530619040529052,0.319611198234208
"c6.loc6","6",7.806,0.512240627234928,0.644041599679,0.428461629032714,0.242522899417851,1.09181438108800,0.973859112193952,0.446292966848054,1.68766774353377,0.568826088133471,0.451983099037717
"c6.loc8","6",9.806,0.76605430888179,0.607527026415092,0.52033077733861,0.279521288725395,1.35721474975264,1.27452024710233,0.467100587365853,2.00242682451467,0.654050325944036,0.598964244542452
"c6.loc10","6",11.806,1.06021914715269,0.659394940765203,0.793637652192564,0.332457485088615,1.73411668332997,1.70207963137618,0.536699742086246,2.27105763141261,0.623010868222776,0.808299167830834
"c6.loc12","6",13.806,1.41065656009334,0.69171726206727,0.957063719126196,0.324393902762751,1.98607107842107,1.98568046918920,0.594172709684735,2.7244855126297,0.68599339161494,0.907052022375591
"c6.loc14","6",15.806,1.74510949802711,0.725334875795928,1.16098510247721,0.346266409739135,2.31361287427357,2.40507565442656,0.661380906884725,3.0478665062785,0.673252847388722,1.08965427928216
"c6.loc16","6",17.806,2.05853769646852,0.76445203769143,1.37935801875479,0.381756309649319,2.62335375277054,2.69884722468683,0.74941634766952,3.362321876631,0.679078692677412,1.20367205888444
"c6.loc18","6",19.806,2.50213093938797,0.857174543411303,1.68252285516694,0.477487387811748,3.11077863285095,3.08594059450912,0.861576402199018,3.90345692959933,0.732969934337535,1.34214348892713
"c6.loc20","6",21.806,2.90615955315366,0.928192291606781,1.96230246081049,0.44858131424124,3.48262829763037,3.33742256276855,0.991721528886805,4.13382423789572,0.720145122572166,1.39455327017187
"c6.loc22","6",23.806,3.28490337171454,0.975644077962556,2.26865606300255,0.433617170133349,3.76228319844515,3.68038197807891,1.05039805408459,4.36639909613675,0.692945734360288,1.52297156267281
"D6Mit93","6",25.397,3.47407417057725,0.954743023105877,2.45800968102144,0.392560897455632,3.88730813342375,3.74287505813839,1.12488289199848,4.55321913984721,0.664544071131215,1.49648125544589
"c6.loc24","6",25.806,3.54042521333734,1.00954566090552,2.62153946804056,0.441379326704131,4.06302711419127,3.8987540299304,1.17280554766466,4.60382145904244,0.65691705016448,1.59688932490258
"c6.loc26","6",27.806,3.73915839433807,1.06329606455408,2.89543639822083,0.616446053957337,4.65189646473941,4.42349395465299,1.46439861164645,4.62098339990887,0.587992816135722,2.01221609602243
"c6.loc28","6",29.806,3.72326491453883,1.08741467029962,3.27910477649665,0.661125795445456,4.85931065653605,4.81008131286409,1.73832996695724,4.69087998644651,0.490827523005449,2.44674842803405
"c6.loc30","6",31.806,3.56166628808270,1.01082453272753,3.35240277628589,0.634080632760426,4.80627753279518,4.71370322395582,1.99459122539636,4.6351872910566,0.357399597856657,2.50526483036491
"D6Mit124","6",32.142,3.50818567903216,1.00149353803936,3.30387709157933,0.616418323989198,4.79391738874766,4.70920345086907,2.00307407136753,4.52886756595424,0.333460779413897,2.5652655278462
"c6.loc32","6",33.806,3.48610366524024,1.00626752421836,3.22248647873534,0.662945959916057,4.78090307119555,4.75729703265189,1.99826748103015,4.55185955241794,0.355992235986222,2.5773464560954
"c6.loc34","6",35.806,3.5486367508843,1.02816377398746,3.21402066762406,0.7013124903037,4.90064897951852,4.88370097369629,2.03108411324773,4.80418318535233,0.412544135770802,2.59823841901612
"c6.loc36","6",37.806,3.51343394335811,1.02520454511567,3.21834759802942,0.771306550636764,5.01018931550186,5.02439771277573,2.06192799576342,4.89622764931569,0.446064023993448,2.65344269024635
"c6.loc38","6",39.806,3.50920549158028,1.01458965964751,3.24240060951403,0.8273602643931,5.10004487227595,5.12041715475755,2.01967770536713,4.92999610208289,0.465333638390071,2.6496914719284
"c6.loc40","6",41.806,3.53129694029998,1.05525742957767,3.26446246624794,0.951382355524029,5.27204161941793,5.3659572422114,2.08761032457897,5.18202396463336,0.497868570313818,2.75870084623807
"c6.loc42","6",43.806,3.50645526737400,1.05664070502006,3.26568010731996,1.02430417336446,5.41911963447137,5.53781894790786,2.07632711005457,5.35879702574125,0.508225367338273,2.82804489741557
"c6.loc44","6",45.806,3.57864806244479,1.06963045657259,3.28041532954958,1.14139274722615,5.47763517286309,5.72638452427591,1.95968133721121,5.39900400909603,0.538888413454368,2.87488279007844
"c6.loc46","6",47.806,3.65950451560853,1.07276024463383,3.21002081271567,1.25760838815403,5.55264601918607,5.98441855980034,1.81529143650850,5.41966438606081,0.541249060855007,3.00594479273561
"c6.loc48","6",49.806,3.73241195036136,1.07288642685074,3.18278920802825,1.33538624397654,5.59750926170748,6.12741450216561,1.71942938761341,5.45424529433749,0.56328348943718,3.09627456061433
"c6.loc50","6",51.806,3.76035266883468,1.05684133141252,3.15856379597369,1.40318763717816,5.66230764556053,6.21376179838563,1.66495694385633,5.37307052338045,0.525542776709211,3.06325783649114
"c6.loc52","6",53.806,3.83369662568031,1.04829174689012,3.23263057201134,1.50122518432404,5.75378049596452,6.36969355932725,1.57050862482276,5.42225705433636,0.515385043263702,3.14115046001138
"D6Mit150","6",55.14740339,3.83059902100997,1.03527504112036,3.2156412555315,1.54871092416161,5.76113767528298,6.43416466704888,1.47067171794942,5.40528202916901,0.49480801536312,3.16217743801165
"c6.loc54","6",55.806,3.75026840558259,1.08628161564568,3.27937677879187,1.56673951487403,5.81652449601457,6.50479150548213,1.54790397232943,5.31708161501597,0.466936306666555,3.23561558798629
"c6.loc56","6",57.806,3.32038105220373,1.27443252881969,3.62005388765303,1.56539319265076,6.07577284427342,6.63637861454562,1.82500756637834,4.98692202456067,0.348007088171508,3.4130691169644
"c6.loc58","6",59.806,2.95587026301305,1.44072323787662,3.98810428067518,1.61959669844677,6.08073102703095,6.8287783699051,1.82899733999559,4.67509247994523,0.319361255850695,3.61305123873621
"c6.loc60","6",61.806,2.49577916081982,1.50709197509500,3.90531783598239,1.58128765350840,5.78350234597727,6.11497663339688,1.98165600115685,3.93729600225733,0.312350873050553,3.46506261796227
"c6.loc62","6",63.806,2.04785946570797,1.59236964409112,3.76565582471128,1.40208488810402,5.35901754374729,5.6669147210447,1.98524365496128,3.11159129817806,0.396333153749139,3.41017364077674
"c6.loc64","6",65.806,1.67536654114968,1.69877352390632,3.66804535232358,1.31912781861528,5.11860577962719,5.23504783561808,2.01636500366639,2.56700376967649,0.668283502933535,3.2961359087818
"c6.loc66","6",67.806,1.22788845381040,1.64423623213121,3.47430279068265,1.09045188216946,4.85228735053312,4.66072560745011,1.89108932233377,2.07549155075901,0.942103734920868,3.02837612077523
"D6Mit59","6",69.363,0.883188197993838,1.62449155464468,3.48469418669406,0.955507730770437,4.37723488674599,4.22950078841242,1.81466618525542,1.74769750968371,1.21286767298486,2.86410123788893
"c6.loc68","6",69.806,0.888823198608616,1.66355488730184,3.56457786922861,0.92115089595791,4.29638904270817,4.25054581304564,1.79715538172192,1.73536847242655,1.11203683417006,2.86618918338680
"c6.loc70","6",71.806,0.828338016471082,1.86824408271043,3.54273454652209,0.843361500338642,3.71635135885088,4.43631040462677,1.47366821731377,1.88277870788903,0.732344841204088,2.97693110316326
"c6.loc72","6",73.806,0.77723788172786,1.96896990158616,3.47182808431591,0.924631270978812,3.13465716212749,4.43108405677051,1.12149895728699,1.65320394212301,0.44287706824103,3.06368878661975
"c6.loc74","6",75.806,0.636322069660758,1.97160991069906,3.12626208663161,0.96526722431199,2.53914860178947,4.07704083566019,0.850139181552847,1.40372271799375,0.249020707819555,2.92254763713721
"D6Mit15","6",77.701,0.481742823975446,1.79314174991653,2.43896754246964,0.943980602108282,1.8741817106641,3.61946078865819,0.604230987445531,1.07560670099110,0.0988570910122782,2.5907522251125
"D7Mit76","7",9.455672255,0.838018768585211,0.649604771097877,0.269403408114365,0.631293584002571,0.275884336246185,0.209466401615474,0.881489953491974,0.144952902904935,0.154540322900313,0.233004133325540
"c7.loc2","7",11.455672255,0.901149707549228,0.751663227672154,0.306114314517313,0.54922292902041,0.311343023144578,0.170461310211178,0.935639813273877,0.282827281653439,0.174321218659984,0.195335024639069
"c7.loc4","7",13.455672255,0.939497523798627,0.87267608835682,0.344085607807554,0.51992927449813,0.338074996615680,0.156888734104322,1.09337926277992,0.440171587482903,0.174639395567193,0.165087155448748
"c7.loc6","7",15.455672255,0.866775251285479,0.932207343241286,0.335062762960281,0.457182330980622,0.444902714506187,0.174950327652606,1.25778101063129,0.60249059484886,0.199413723107222,0.171996381213106
"c7.loc8","7",17.455672255,1.01124635154122,1.07431031995418,0.413065278461281,0.399328853687134,0.554025795416061,0.238257043720325,1.40228186939619,0.732579605476165,0.203585917822789,0.204896139479520
"c7.loc10","7",19.455672255,0.973327708487014,1.09936434433556,0.454017252618114,0.320479680231949,0.64631871284774,0.286021476036548,1.49701910934272,0.863183013672735,0.217981694174814,0.209331127969122
"c7.loc12","7",21.455672255,0.969816664365907,1.23237723413336,0.526924871159685,0.278959317394853,0.779819228781151,0.346339430076246,1.52113509069528,0.994941376006001,0.225811707852845,0.204159437252886
"c7.loc14","7",23.455672255,0.967944037916044,1.42192589980114,0.640809995660501,0.226523789453987,0.88116843792191,0.392817167595844,1.64508871671722,1.18275422948994,0.191274118666463,0.203349244638015
"D7Mit247","7",23.90126371,0.940139543510756,1.44705358193673,0.667416158660003,0.229776757271241,0.909335845956043,0.40580170677108,1.63068505005254,1.17582959894383,0.181741132905297,0.207758884916040
"c7.loc16","7",25.455672255,0.938738528626767,1.67531680870299,0.757054436249373,0.281287450875338,1.01578569249437,0.500723244179016,1.64023242948502,1.25332734681473,0.20358580564294,0.264561365612930
"c7.loc18","7",27.455672255,0.864052286841908,1.82293515711948,0.823177167127712,0.335011155188078,1.08134739133182,0.589681732923705,1.68823789658701,1.36331615569694,0.252363521773115,0.336026840201213
"c7.loc20","7",29.455672255,0.748047342008647,1.98952101374234,0.91234482378735,0.384665392752564,1.18416931187504,0.662875320276561,1.77805147190465,1.39261259973569,0.240686351108395,0.375227418014143
"c7.loc22","7",31.455672255,0.706150171371972,2.31121657546662,0.999013568006212,0.43998359587241,1.26717054408591,0.76945926711092,1.76075159964275,1.41311087161762,0.255713171512511,0.429783347356460
"c7.loc24","7",33.455672255,0.637713801510291,2.57225918425137,1.13142094113973,0.452640450002515,1.40872549836087,0.929609668491054,1.74973750139043,1.4849600276275,0.236770808164291,0.499791923431423
"c7.loc26","7",35.455672255,0.575960543119072,2.79428223590272,1.21736807907101,0.452981159365508,1.41514468649915,1.04528576167381,1.65651568582234,1.53740840382993,0.200670795269583,0.576804987703422
"c7.loc28","7",37.455672255,0.413200629788608,2.95587846927767,1.32309094419737,0.465227841234876,1.43903477975482,1.13328231949013,1.57096533747176,1.52148479845163,0.193605904156520,0.646104231495387
"c7.loc30","7",39.455672255,0.343904385097977,3.23963196677918,1.36645586052370,0.449510201595094,1.49875723803749,1.20613308525092,1.50220674795239,1.46499463092335,0.173379940908759,0.733568792646237
"c7.loc32","7",41.455672255,0.266574281933073,3.38492458431553,1.36369043776219,0.408987532909186,1.5416926468989,1.26994764683408,1.42982576079879,1.47637745942446,0.13653723061643,0.778336942161899
"c7.loc34","7",43.455672255,0.205671741843394,3.60758613426823,1.45121606489559,0.409606623357176,1.46441841529100,1.36632982728142,1.33817253114887,1.49518003892108,0.110257292479223,0.858103400867595
"D7Mit213","7",45.07339367,0.149352072540699,3.79393452965731,1.51804077714737,0.397374545029131,1.49349728950756,1.32972544808868,1.27606659917370,1.48594959079146,0.0703854496422957,0.813623358538825
"c7.loc36","7",45.455672255,0.151629449088994,3.79475005174556,1.54041304911044,0.390852477095291,1.50702075633151,1.32635172875965,1.29349787640009,1.48608264937604,0.0804936715588679,0.815608736970141
"c7.loc38","7",47.455672255,0.159991179004518,4.05221332256060,1.66431616946067,0.512740596338555,1.62453813620789,1.35362831703459,1.26980453871744,1.48372969381766,0.123184816998321,0.832091977606103
"c7.loc40","7",49.455672255,0.193179903283348,4.18624328617801,1.74363412949646,0.561012968320736,1.67003364403884,1.50733852324440,1.21107254053952,1.52064684175593,0.179140997806849,0.920811394364701
"c7.loc42","7",51.455672255,0.194986172716264,4.17101556758240,1.83128585179637,0.645970287951866,1.76161047757743,1.64951552850308,1.16909629851025,1.54605900847841,0.198486049880021,1.00277044584114
"c7.loc44","7",53.455672255,0.188212561064739,4.1459757293979,1.90817133541643,0.712168157632186,1.7415248645889,1.7142826941847,1.04469625971692,1.44274731796554,0.209890510636438,1.00838037115786
"c7.loc46","7",55.455672255,0.19347439766741,4.24324167529729,1.91662441322532,0.777054808687536,1.81895683281622,1.76913855259778,1.08980056925659,1.40038147881643,0.205576434231524,1.01139079412441
"c7.loc48","7",57.455672255,0.182499169436762,4.39891952303499,1.98701145982766,0.854413699278733,1.82283574853583,1.75116323532678,1.10388689698725,1.41435289057852,0.244285329260942,1.00340933353728
"c7.loc50","7",59.455672255,0.185746101219773,4.3930798991626,1.91834908776661,0.86031421531905,1.70769735006963,1.75257351426726,1.03839508445180,1.33307805405439,0.242473052043039,1.02547309144198
"c7.loc52","7",61.455672255,0.209256797283746,4.3403719596964,1.96825680821534,0.793889976817968,1.68610257247633,1.83114398918303,0.909483237266559,1.27901129431066,0.219523079270516,1.09031935950783
"c7.loc54","7",63.455672255,0.24333135663040,4.15384410321103,1.96029523533071,0.789999398426579,1.58340959123774,1.81153423227801,0.823681523572505,1.06524954959055,0.228976298278927,1.13763050844803
"D7Mit238","7",63.78195651,0.241248380852767,4.15380279705608,1.97520455335263,0.786708994621566,1.60221219247487,1.85745968815557,0.810316712186826,1.05798956347153,0.234695433615767,1.18748808411838
"c7.loc56","7",65.455672255,0.266671947040900,4.19624177927092,1.89529169206206,0.83384151110087,1.58400311451569,1.79305101202409,0.817677806683523,1.01205268648203,0.278883451072686,1.21045801206176
